symbol,first_seen,last_seen,days_with_data,continuous_history,active_days_90,median_turnover_90d,median_volume_90d,median_close_90d,pure_equity_flag,excluded_reason,sector_guess,sector_confidence,sector_source,selected_v2_candidate,notes
NMBD89/90,2024-07-14,2026-03-28,146,False,15,93675.00,75.00,1249.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
SIPD,2026-04-10,2026-04-17,5,False,5,81729.00,220.00,378.20,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
NICBF,2021-09-01,2026-04-17,1501,True,86,81320.00,9000.00,9.60,False,known_mutual_fund,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
MND84/85,2024-05-21,2026-04-07,268,False,19,80625.00,75.00,1075.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
NBF2,2021-09-01,2026-04-17,1561,True,90,80608.80,7956.50,9.82,False,known_mutual_fund,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
NABILD2089,2025-11-16,2026-04-17,107,False,56,80307.50,75.00,1061.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
H8020,2024-01-14,2026-04-17,814,False,89,79960.00,6600.00,11.55,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
RBBD2088,2025-08-04,2026-04-16,210,False,69,79000.00,75.00,1056.50,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
SIGS2,2021-09-01,2026-04-17,1477,True,87,78468.00,7800.00,9.88,False,known_mutual_fund,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SFMF,2021-09-01,2026-04-17,1493,True,69,77555.78,7662.00,10.26,False,known_mutual_fund,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
GBILD84/85,2024-06-25,2026-04-15,374,False,48,75700.00,65.00,1170.50,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
NMBHF2,2025-04-21,2026-04-17,353,False,88,72428.40,7625.00,9.55,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
CMF2,2021-09-01,2026-04-17,1513,True,89,70399.76,7036.00,10.16,False,known_mutual_fund,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SBLD2091,2025-09-23,2026-04-13,168,False,70,69878.00,65.00,1075.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
SBID89,2024-01-03,2026-04-15,464,False,34,66692.50,57.00,1165.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
NBLD85,2021-12-14,2026-04-17,741,False,8,65658.15,62.00,1055.50,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
MLBLD89,2024-04-29,2026-03-29,200,False,17,64745.00,50.00,1246.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
ADBLD83,2021-09-01,2026-04-16,697,True,42,64586.00,60.00,1051.20,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
EBLD85,2023-12-10,2026-04-16,542,False,50,62816.00,53.00,1173.50,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
KBLD86,2021-11-24,2026-04-16,351,False,5,62764.10,49.00,1280.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
KSBBLD87,2024-02-27,2026-04-16,391,False,23,62150.00,55.00,1140.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
LVF2,2023-09-21,2026-04-17,925,False,89,61145.00,6100.00,9.70,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
NCCD86,2021-09-01,2026-04-01,448,True,21,60954.00,54.00,1120.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
CBLD88,2022-07-18,2026-04-17,905,False,37,60837.50,50.00,1192.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
PBD88,2022-08-18,2026-04-17,1087,False,77,60500.00,50.00,1195.10,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
CIZBD90,2024-04-30,2026-04-17,338,False,32,60025.00,50.00,1214.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SDBD87,2021-11-08,2026-04-17,700,False,44,57200.00,50.00,1135.20,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SBIBD86,2021-09-01,2026-04-04,321,True,16,56350.00,50.00,1127.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
PBLD84,2021-11-03,2026-04-09,594,False,26,55600.00,50.00,1112.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
MBLD87,2023-11-08,2026-04-10,300,False,22,55082.50,50.00,1087.10,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
EBLD86,2022-09-27,2026-04-15,784,False,20,54950.00,50.00,1087.50,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
HBLD83,2021-09-01,2026-04-15,196,True,22,54693.25,53.00,1032.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
C30MF,2023-08-14,2026-04-17,933,False,85,54530.00,5455.00,9.82,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
GBILD86/87,2022-04-17,2026-04-15,668,False,29,54505.00,50.00,1085.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
GBBD85,2022-07-22,2026-04-17,979,False,76,54220.00,50.00,1073.10,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
NBLD87,2022-04-24,2026-04-16,799,False,44,54212.50,50.00,1092.25,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
PBD85,2021-11-03,2026-04-13,629,False,14,53635.00,50.00,1102.70,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
NBLD82,2021-11-08,2026-04-08,295,False,21,53000.00,50.00,1062.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
NIFRAGED,2025-07-15,2026-04-17,225,False,62,51420.00,50.00,1030.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
NIBD2082,2021-11-08,2026-04-15,454,False,31,50875.00,50.00,1020.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
JBBD87,2023-12-18,2026-04-16,432,False,26,50351.25,45.00,1135.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SRBLD83,2021-09-01,2026-04-05,346,True,16,47330.00,45.00,1049.50,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
RMF2,2023-07-30,2026-04-17,910,False,89,46451.50,4650.00,10.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
NICFC,2022-09-12,2026-04-17,1277,False,90,46191.75,4845.00,9.30,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
CCBD88,2022-07-27,2026-04-15,723,False,45,46161.80,38.00,1213.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
NICAD85/86,2024-05-09,2026-04-15,286,False,37,45000.00,40.00,1130.10,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
SIGS3,2024-01-04,2026-04-17,773,False,89,44660.00,4400.00,10.30,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
NMB50,2021-09-01,2026-04-17,1519,True,86,43407.45,4164.00,10.43,False,known_mutual_fund,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
EBLEB89,2025-04-01,2026-04-01,179,False,34,42249.00,40.00,1072.50,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
NICGF2,2024-02-11,2026-04-17,786,False,89,40610.40,4310.00,9.30,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
BOKD86,2022-02-06,2026-04-09,638,False,26,40577.50,37.50,1090.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SBD87,2021-09-01,2026-04-17,620,True,32,38540.00,35.00,1095.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
GWFD83,2021-11-09,2026-04-15,685,False,38,38333.75,34.50,1119.50,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
RBBF40,2026-01-18,2026-04-17,84,False,84,37753.00,4000.00,9.51,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
SAGF,2023-03-15,2026-04-17,1093,False,89,35088.00,3600.00,10.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
PBLD87,2022-11-30,2026-04-16,405,False,34,33326.00,30.00,1100.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
KBLD89,2023-12-18,2026-04-17,295,False,27,33125.00,25.00,1270.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SBLD89,2024-04-03,2026-04-15,217,False,17,31642.50,25.00,1265.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
HBLD86,2023-12-18,2026-04-16,274,False,24,31577.50,27.50,1147.50,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
KSY,2024-05-05,2026-04-17,695,False,89,30787.00,3200.00,9.58,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
NIMBD90,2024-03-31,2026-04-17,377,False,32,30762.50,25.00,1227.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SCBD,2024-05-05,2026-04-15,253,False,16,29750.00,25.00,1172.05,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
NABILD87,2024-03-31,2026-04-15,299,False,15,29400.00,25.00,1142.10,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
CIZBD86,2023-07-10,2026-04-17,168,False,13,29025.00,25.00,1161.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
MBLD2085,2021-11-15,2026-03-18,200,False,34,29000.00,25.00,1150.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
LBLD88,2021-11-15,2026-04-07,269,False,13,28500.00,25.00,1140.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SAND2085,2021-09-01,2026-04-06,272,True,19,28250.00,25.00,1123.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
NICD88,2024-05-21,2026-04-17,324,False,30,27162.50,25.00,1085.10,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
NIBD84,2021-11-24,2026-04-16,751,False,35,27150.00,25.00,1057.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SBLD84,2021-09-01,2026-04-09,383,True,17,26142.50,25.00,1066.90,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
LUK,2021-09-01,2026-04-17,1561,True,89,25935.00,2600.00,9.85,False,known_mutual_fund,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
RBBD83,2023-12-20,2026-04-16,268,False,34,25882.50,25.00,1037.45,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
HLICF,2025-11-05,2026-04-17,159,False,89,23342.00,2500.00,9.38,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
GBIMESY2,2025-08-28,2026-04-17,225,False,89,22503.00,2430.00,9.34,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;POST_2021_LISTING
LBLD86,2021-11-14,2026-04-05,146,False,4,14263.00,12.50,1128.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SBD89,2024-06-25,2026-04-08,129,False,11,12300.00,10.00,1230.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
NLO,2022-03-06,2026-04-07,78,False,6,2591.00,10.00,259.10,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
ACLBSLP,2023-02-16,2025-08-18,7,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
ADLB,2022-07-22,2023-06-17,200,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
AIL,2021-09-01,2023-05-27,404,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
AKBSL,2022-06-10,2023-03-13,100,False,0,0.00,0.00,0.00,True,,MICROFINANCE,medium,pattern:BSL$,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
ALBSLP,2022-05-04,2025-08-25,23,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
ALICLP,2021-11-30,2025-01-07,22,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
BFCPO,2022-04-19,2025-08-11,24,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
BOKL,2021-09-01,2023-01-08,257,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
BOKLPO,2022-04-11,2022-06-13,3,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
BPW,2023-05-04,2024-03-06,299,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
CBL,2021-09-01,2023-02-25,336,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
CBLPO,2021-11-23,2023-02-22,11,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
CCBL,2021-09-01,2023-01-09,302,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
CCBLPO,2021-11-03,2022-12-14,22,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
CFCLPO,2023-11-08,2023-11-08,1,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
CITPO,2023-12-05,2023-12-05,1,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
CLBSL,2021-09-01,2023-07-22,601,True,0,0.00,0.00,0.00,True,,MICROFINANCE,medium,pattern:LBSL?$,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
CLBSLP,2022-07-17,2022-07-17,1,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
CMF1,2021-09-01,2025-03-01,1163,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
DDBLPO,2023-07-13,2023-07-15,3,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
EBLCP,2021-11-22,2022-08-25,33,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
EDBLPO,2021-09-01,2025-02-12,12,True,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
EIC,2021-09-01,2022-05-07,185,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
EICPO,2021-09-01,2022-05-08,169,True,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
FMDBLP,2021-11-18,2025-08-12,14,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
GBD80/81,2021-09-01,2024-04-09,284,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
GBLBSP,2022-02-16,2023-06-18,3,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
GFCLPO,2022-04-24,2022-04-24,1,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
GIC,2021-09-01,2022-07-13,241,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
GILBPO,2023-02-20,2025-04-12,6,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
GIMES1,2021-09-01,2023-03-25,496,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
GLICL,2021-09-01,2023-05-08,278,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
GLICLP,2021-11-03,2022-03-19,10,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
GMFILP,2021-12-29,2025-05-21,10,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
GRDBLP,2022-01-06,2024-07-08,16,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
GUFLPO,2022-04-25,2025-04-21,17,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
HBLPO,2023-11-06,2025-12-31,51,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
HEIPO,2022-08-30,2022-09-01,3,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
HGI,2021-09-01,2022-05-07,185,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
HLIPO,2023-08-29,2025-07-16,23,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
ICFCPO,2022-03-06,2025-08-26,15,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
IGIPO,2022-05-04,2025-05-26,8,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
ILBSP,2022-09-14,2025-12-31,55,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
JALPA,2022-03-14,2024-07-10,823,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
JFLPO,2021-11-03,2024-09-10,23,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
JLI,2021-09-01,2022-06-23,232,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
JSLBBP,2024-04-02,2025-11-09,5,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
KLBS,2022-11-16,2023-07-04,204,False,0,0.00,0.00,0.00,True,,MICROFINANCE,medium,pattern:LBSL?$,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
KLBSL,2021-09-01,2024-07-10,941,True,0,0.00,0.00,0.00,True,,MICROFINANCE,medium,pattern:LBSL?$,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
KLBSLP,2021-12-13,2024-06-30,35,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
KMCDBP,2021-11-03,2025-12-21,27,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
KRBL,2021-09-01,2024-12-25,1122,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
KRBLPO,2022-04-05,2022-04-05,1,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
LBBLPO,2021-11-03,2026-01-06,24,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
LBL,2021-09-01,2023-07-15,594,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
LBLPO,2021-12-09,2023-06-05,5,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
LEMF,2021-09-01,2024-06-09,853,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
LGIL,2021-09-01,2023-03-12,287,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
LSLPO,2023-08-29,2025-11-18,60,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
MBLPO,2022-04-24,2025-04-14,28,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
MDBPO,2022-01-16,2025-08-10,28,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
MEGA,2021-09-01,2023-01-11,272,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
MEGAPO,2021-11-14,2023-01-11,68,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
MEROPO,2021-11-21,2023-07-11,16,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
MFILPO,2021-12-22,2024-06-23,5,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
MKLB,2021-09-01,2024-07-07,950,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
MLBBLP,2023-02-16,2025-04-08,5,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
MMFDB,2021-09-01,2024-03-12,834,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
MMFDBP,2021-12-26,2024-03-12,17,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
MPFLPO,2022-06-15,2025-06-23,8,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
NABBCP,2022-03-10,2024-12-21,29,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
NADEPP,2023-08-28,2023-08-28,1,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
NBB,2021-09-01,2022-01-15,74,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
NCCB,2021-09-01,2022-12-31,349,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
NCCBPO,2021-09-01,2022-12-17,34,True,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
NEF,2021-09-01,2023-11-01,680,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
NFSPO,2022-01-06,2024-08-26,6,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
NIB,2022-05-30,2023-01-11,65,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
NIBLPF,2021-09-01,2024-01-08,737,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
NIBPO,2022-05-30,2023-01-11,63,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
NIBSF1,2021-09-01,2022-01-08,67,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
NICAD 85/86,2024-05-07,2024-05-08,2,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
NICAD8182,2021-11-03,2025-01-08,183,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
NICAD8283,2021-09-01,2025-09-17,635,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
NICAP,2022-04-27,2025-11-12,25,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
